Date,Open,Hight,Low,Close,Volume,Adj Close
2015/04/27,10010,10050,10010,10030,72,10030
2015/04/28,9990,9990,9950,9950,7,9950
2015/04/30,10090,10110,10090,10110,6,10110
2015/05/01,10260,10260,10260,10260,1,10260
2015/05/08,10250,10250,10170,10200,10007,10200
2015/05/11,10040,10090,10040,10090,10,10090
2015/05/12,10140,10140,10140,10140,3,10140
2015/05/13,10170,10170,10140,10140,3,10140
2015/05/14,10130,10130,10130,10130,30,10130
2015/05/18,10030,10030,10030,10030,2,10030
2015/05/19,9930,9930,9910,9910,8,9910
2015/05/20,9830,9830,9800,9800,6,9800
2015/05/25,9750,9750,9750,9750,10,9750
2015/05/29,9680,9680,9650,9650,2680,9650
2015/06/01,9740,9740,9650,9650,12,9650
2015/06/02,9640,9660,9640,9660,2,9660
2015/06/03,9700,9700,9700,9700,1000,9700
2015/06/05,9740,9740,9740,9740,1,9740
2015/06/09,9820,9900,9820,9900,31,9900
2015/06/11,9800,9800,9800,9800,2,9800
2015/06/12,9800,9800,9800,9800,7,9800
2015/06/17,9890,9920,9890,9920,1007,9920
2015/06/18,9940,9980,9940,9980,21,9980
2015/06/19,9900,9900,9900,9900,10,9900
2015/06/22,9850,9850,9820,9820,11,9820
2015/06/23,9740,9740,9640,9640,16,9640
2015/06/24,9590,9620,9590,9620,12,9620
2015/06/26,9740,9740,9690,9690,7,9690
2015/06/29,9960,9960,9910,9920,2696,9920
2015/06/30,9950,9950,9910,9910,8,9910
2015/07/01,9900,9900,9880,9880,2,9880
2015/07/02,9770,9770,9770,9770,1,9770
2015/07/03,9790,9790,9790,9790,1,9790
2015/07/06,9920,10000,9910,9950,4082,9950
2015/07/07,9830,9850,9830,9850,61,9850
2015/07/08,9960,10170,9960,10170,27,10170
2015/07/09,10420,10480,10190,10190,7643,10190
2015/07/10,10140,10170,10140,10170,3486,10170
2015/07/13,10070,10070,10000,10000,5,10000
2015/07/14,9830,9830,9800,9800,12,9800
2015/07/15,9780,9780,9780,9780,10,9780
2015/07/16,9720,9730,9680,9680,23,9680
2015/07/17,9690,9690,9690,9690,30,9690
2015/07/22,9670,9670,9670,9670,28,9670
2015/07/27,9770,9800,9770,9800,3,9800
2015/07/28,9940,9940,9870,9870,2762,9870
2015/07/29,9860,9870,9850,9850,12,9850
2015/08/03,9700,9720,9700,9720,232,9720
2015/08/04,9730,9730,9690,9700,2808,9700
2015/08/05,9700,9700,9580,9630,161,9630
2015/08/06,9560,9570,9530,9570,82,9570
2015/08/07,9580,9580,9550,9550,237,9550
2015/08/10,9610,9610,9520,9520,2,9520
2015/08/12,9680,9680,9680,9680,1,9680
2015/08/13,9690,9690,9690,9690,1,9690
2015/08/17,9600,9640,9600,9640,15,9640
2015/08/19,9650,9750,9650,9750,14,9750
2015/08/20,9780,9880,9770,9880,35,9880
2015/08/21,10100,10190,10100,10190,154,10190
2015/08/24,10490,10800,10490,10800,331,10800
2015/08/25,11190,11250,10590,11120,28433,11120
2015/08/26,11110,11110,10760,10790,8558,10790
2015/08/27,10510,10600,10480,10600,113,10600
2015/08/28,10320,10350,10230,10290,1751,10290
2015/08/31,10310,10390,10310,10340,27,10340
2015/09/01,10420,10680,10420,10680,1589,10680
2015/09/02,10980,10980,10640,10810,2081,10810
2015/09/03,10700,10710,10630,10710,22,10710
2015/09/04,10800,10990,10800,10980,2654,10980
2015/09/07,11100,11180,10920,10920,111,10920
2015/09/08,10960,11140,10960,11140,308,11140
2015/09/09,10840,10840,10580,10580,196,10580
2015/09/10,10750,10750,10690,10690,26,10690
2015/09/11,10850,10850,10660,10660,25,10660
2015/09/14,10640,10800,10640,10800,50,10800
2015/09/15,10760,10760,10670,10670,201,10670
2015/09/17,10600,10610,10550,10610,256,10610
2015/09/18,10730,10760,10730,10760,80,10760
2015/09/24,10980,11000,10960,11000,260,11000
2015/09/25,11020,11050,10980,11050,255,11050
2015/09/29,11200,11400,11200,11400,115,11400
2015/09/30,11130,11130,11070,11070,2,11070
2015/10/02,10810,10810,10810,10810,10,10810
2015/10/06,10480,10550,10480,10550,117,10550
2015/10/07,10540,10600,10530,10530,14,10530
2015/10/08,10500,10500,10500,10500,10,10500
2015/10/09,10360,10360,10340,10340,11,10340
2015/10/13,10340,10360,10340,10360,113,10360
2015/10/14,10450,10590,10450,10590,4621,10590
2015/10/15,10600,10600,10600,10600,13,10600
2015/10/16,10350,10370,10350,10370,21,10370
2015/10/19,10330,10360,10330,10360,10,10360
2015/10/21,10280,10290,10280,10290,11,10290
2015/10/22,10200,10200,10200,10200,10,10200
2015/10/26,9910,9910,9910,9910,10,9910
2015/10/27,9970,10010,9970,10010,72,10010
2015/10/28,10020,10060,10020,10060,2948,10060
2015/10/29,9940,10020,9940,10010,94,10010
2015/10/30,9950,9950,9900,9900,16,9900
2015/11/02,10110,10180,10110,10180,17,10180
2015/11/04,10000,10000,10000,10000,1,10000
2015/11/06,9950,9950,9950,9950,50,9950
2015/11/09,9840,9840,9750,9750,72,9750
2015/11/12,9700,9700,9700,9700,4166,9700
2015/11/16,9970,9970,9970,9970,15,9970
2015/11/17,9750,9750,9730,9750,14,9750
2015/11/18,9710,9730,9710,9730,1571,9730
2015/11/19,9690,9690,9650,9660,18,9660
2015/11/20,9700,9730,9700,9730,2,9730
2015/11/25,9720,9720,9720,9720,10,9720
2015/11/26,9700,9700,9700,9700,10,9700
2015/11/27,9660,9660,9660,9660,11,9660
2015/11/30,9730,9800,9730,9800,12,9800
2015/12/03,9690,9690,9690,9690,1,9690
2015/12/04,9800,9860,9800,9860,101,9860
2015/12/09,9920,9960,9920,9960,18,9960
2015/12/10,10020,10030,10020,10030,4,10030
2015/12/16,10110,10110,10110,10110,8,10110
2015/12/18,9770,10030,9730,10030,26834,10030
2015/12/21,10120,10120,10120,10120,70,10120
2015/12/22,10050,10050,10050,10050,71,10050
2015/12/24,10010,10010,10010,10010,1,10010
2015/12/30,9970,9970,9970,9970,1,9970
2016/01/05,10270,10270,10230,10260,13,10260
2016/01/07,10410,10500,10410,10500,11,10500
2016/01/08,10670,10670,10500,10620,3287,10620
2016/01/12,10770,10970,10740,10960,248,10960
2016/01/13,10800,10800,10760,10770,1571,10770
2016/01/14,10950,11060,10890,10890,2011,10890
2016/01/15,10770,10930,10770,10930,30,10930
2016/01/18,11200,11250,11120,11120,207,11120
2016/01/19,11070,11070,11070,11070,300,11070
2016/01/20,11200,11300,11200,11300,210,11300
2016/01/21,11460,11500,11340,11500,465,11500
2016/01/22,11400,11440,11340,11440,3495,11440
2016/01/25,10950,11040,10950,10950,507,10950
2016/01/26,11140,11140,11140,11140,3,11140
2016/01/27,10940,10940,10880,10880,308,10880
2016/01/28,10930,10930,10930,10930,1,10930
2016/01/29,10960,10960,10620,10620,8211,10620
2016/02/01,10470,10470,10400,10400,201,10400
2016/02/02,10530,10530,10530,10530,1,10530
2016/02/03,10870,10870,10840,10840,40,10840
2016/02/04,10980,10980,10910,10920,112,10920
2016/02/05,11160,11160,11100,11120,62,11120
2016/02/09,11410,11650,11410,11650,1256,11650
2016/02/10,11640,12110,11640,11990,136,11990
2016/02/12,12400,12650,12360,12650,20429,12650
2016/02/15,12010,12070,11530,11560,9536,11560
2016/02/16,11650,11690,11350,11520,75,11520
2016/02/17,11790,11790,11790,11790,2,11790
2016/02/18,11360,11450,11330,11450,6859,11450
2016/02/19,11590,11660,11590,11590,239,11590
2016/02/22,11710,11710,11500,11540,185,11540
2016/02/23,11570,11570,11570,11570,2281,11570
2016/02/24,11800,11800,11640,11640,295,11640
2016/02/25,11590,11590,11590,11590,100,11590
2016/02/26,11320,11420,11270,11400,421,11400
2016/02/29,11360,11480,11280,11480,35,11480
2016/03/01,11600,11600,11600,11600,101,11600
2016/03/02,11100,11100,11080,11080,164,11080
2016/03/03,11050,11050,10920,10920,8,10920
2016/03/04,10900,10920,10900,10920,53,10920
2016/03/07,10900,10900,10900,10900,8,10900
2016/03/08,11030,11110,11010,11060,7,11060
2016/03/09,11220,11230,11180,11190,682,11190
2016/03/10,11140,11140,11020,11020,24,11020
2016/03/11,11070,11090,10950,10950,12,10950
2016/03/14,10800,10820,10780,10780,282,10780
2016/03/15,10790,10790,10790,10790,2,10790
2016/03/17,11030,11030,11030,11030,50,11030
2016/03/18,11080,11140,11070,11070,52,11070
2016/03/22,10970,10970,10870,10960,8,10960
2016/03/23,10880,10910,10880,10880,11,10880
2016/03/24,10990,10990,10950,10990,3,10990
2016/03/25,10880,10880,10880,10880,1,10880
2016/03/28,10850,10850,10820,10820,11,10820
2016/03/29,10770,10770,10720,10720,10,10720
2016/03/31,10830,10830,10830,10830,51,10830
2016/04/01,11010,11200,11010,11160,127,11160
2016/04/04,11370,11370,11200,11340,317,11340
2016/04/05,11420,11420,11370,11370,104,11370
2016/04/06,11590,11690,11590,11680,138,11680
2016/04/07,11620,11620,11490,11600,411,11600
2016/04/08,11790,11790,11350,11370,211,11370
2016/04/12,11540,11540,11330,11330,7508,11330
2016/04/13,10980,10980,10980,10980,10,10980
2016/04/14,10770,10770,10770,10770,2,10770
2016/04/15,10750,10780,10750,10750,13,10750
2016/04/18,11190,11190,11130,11130,26,11130
2016/04/19,10750,10750,10750,10750,20,10750
2016/04/20,10650,10710,10650,10710,6,10710
2016/04/21,10560,10560,10560,10560,1,10560
2016/04/22,10640,10640,10400,10400,121,10400
2016/04/25,10430,10430,10430,10430,40,10430
2016/04/26,10530,10530,10530,10530,1,10530
2016/04/27,10530,10530,10530,10530,1,10530
2016/04/28,10430,10870,10430,10870,375,10870
2016/05/02,11400,11400,11250,11270,685,11270
2016/05/06,11160,11300,11160,11260,218,11260
2016/05/09,11160,11210,11160,11210,9,11210
2016/05/10,11020,11020,11020,11020,1,11020
2016/05/11,10800,10800,10800,10800,55,10800
2016/05/12,11080,11080,11050,11080,101,11080
2016/05/13,11030,11030,11010,11020,28,11020
2016/05/18,10880,10920,10880,10900,30,10900
2016/05/19,10790,10800,10790,10800,4,10800
2016/05/20,10910,10910,10910,10910,1,10910
2016/05/24,10950,10970,10940,10970,119,10970
2016/05/25,10820,10860,10760,10840,862,10840
2016/05/26,10770,10770,10770,10770,50,10770
2016/05/27,10770,10780,10770,10780,255,10780
2016/05/30,10750,10760,10690,10690,17,10690
2016/05/31,10600,10600,10540,10540,3,10540
2016/06/01,10630,10630,10620,10630,74,10630
2016/06/02,10800,10920,10790,10920,114,10920
2016/06/06,11040,11040,11040,11040,3,11040
2016/06/09,10900,10900,10860,10860,40,10860
2016/06/10,10970,10970,10970,10970,40,10970
2016/06/13,11130,11300,11130,11300,40,11300
2016/06/14,11370,11370,11280,11370,97,11370
2016/06/15,11430,11430,11430,11430,4,11430
2016/06/16,11440,11700,11420,11700,78,11700
2016/06/17,11580,11580,11580,11580,100,11580
2016/06/21,11230,11230,11230,11230,2,11230
2016/06/22,11280,11340,11280,11310,109,11310
2016/06/24,11170,11990,11170,11990,309,11990
2016/06/27,11750,11840,11750,11750,472,11750
2016/06/28,11690,11690,11690,11690,50,11690
2016/06/29,11540,11540,11510,11510,31,11510
2016/07/06,11680,11730,11650,11720,23,11720
2016/07/07,11700,11760,11640,11760,7770,11760
2016/07/08,11840,11840,11820,11820,6,11820
2016/07/11,11620,11620,11400,11440,26,11440
2016/07/12,11160,11160,11140,11140,77,11140
2016/07/13,10840,11040,10840,11040,3912,11040
2016/07/14,10970,10970,10920,10920,2,10920
2016/07/20,10850,10850,10810,10810,5,10810
2016/07/21,10640,10750,10640,10750,70,10750
2016/07/22,10780,10780,10780,10780,3,10780
2016/07/25,10790,10790,10790,10790,1,10790
2016/07/26,10850,11000,10850,10930,46,10930
2016/07/29,11000,11000,11000,11000,11,11000
2016/08/02,10900,10900,10900,10900,4,10900
2016/08/03,11270,11270,11210,11210,734,11210
2016/08/04,11180,11270,11170,11180,1277,11180
2016/08/05,11150,11160,11150,11160,11,11160
2016/08/08,11010,11010,10920,10920,48,10920
2016/08/09,10910,10920,10850,10870,11,10870
2016/08/10,10850,10850,10850,10850,1,10850
2016/08/12,10800,10800,10800,10800,3,10800
2016/08/16,10960,10970,10940,10940,9,10940
2016/08/17,10900,10900,10900,10900,8,10900
2016/08/18,10950,10950,10950,10950,1,10950
2016/08/19,11030,11030,11030,11030,50,11030
2016/08/22,10980,10980,10980,10980,2,10980
2016/08/24,10940,10940,10900,10900,5,10900
2016/08/25,10930,10960,10930,10960,4,10960
2016/08/26,10980,11070,10980,11050,1491,11050
2016/08/29,10790,10850,10790,10850,115,10850
2016/08/30,10850,10860,10790,10790,10,10790
2016/08/31,10760,10760,10680,10720,18,10720
2016/09/01,10680,10680,10630,10630,68,10630
2016/09/02,10670,10670,10650,10650,140,10650
2016/09/06,10600,10600,10550,10550,12,10550
2016/09/07,10570,10640,10520,10520,4720,10520
2016/09/08,10610,10610,10610,10610,2,10610
2016/09/09,10560,10580,10540,10550,690,10550
2016/09/12,10750,10760,10750,10760,54,10760
2016/09/13,10740,10740,10740,10740,10,10740
2016/09/14,10840,10850,10810,10840,322,10840
2016/09/15,10930,10930,10930,10930,81,10930
2016/09/20,10920,10920,10740,10740,4,10740
2016/09/26,10550,10600,10550,10600,13,10600
2016/09/27,10720,10810,10660,10660,69,10660
2016/10/04,10560,10560,10560,10560,1,10560
2016/10/05,10470,10470,10440,10440,11,10440
2016/10/06,10360,10360,10360,10360,5,10360
2016/10/11,10400,10400,10330,10330,659,10330
2016/10/12,10490,10490,10450,10450,407,10450
2016/10/13,10410,10470,10400,10470,447,10470
2016/10/17,10460,10460,10460,10460,1,10460
2016/10/20,10270,10270,10270,10270,10,10270
2016/10/21,10230,10230,10230,10230,1,10230
2016/10/24,10270,10270,10270,10270,2,10270
2016/10/25,10220,10220,10210,10210,3,10210
2016/10/31,10120,10120,10120,10120,2,10120
2016/11/01,10090,10120,10080,10080,176,10080
2016/11/02,10280,10290,10280,10290,14,10290
2016/11/04,10380,10480,10380,10480,22,10480
2016/11/07,10300,10300,10300,10300,5,10300
2016/11/09,10250,10790,10170,10750,514,10750
2016/11/10,10070,10240,10070,10140,641,10140
2016/11/11,9990,10110,9990,10100,106,10100
2016/11/14,10020,10030,9950,9970,420,9970
2016/11/15,9940,9950,9930,9930,15,9930
2016/11/16,9830,9850,9810,9830,228,9830
2016/11/17,9850,9850,9850,9850,3,9850
2016/11/18,9740,9740,9720,9720,9,9720
2016/11/21,9700,9700,9650,9670,74,9670
2016/11/22,9670,9680,9620,9630,100,9630
2016/11/24,9520,9550,9520,9550,80,9550
2016/11/25,9520,9520,9460,9460,20,9460
2016/11/28,9560,9560,9520,9530,37,9530
2016/11/29,9540,9540,9470,9470,83,9470
2016/11/30,9480,9480,9480,9480,2,9480
2016/12/01,9360,9410,9280,9410,74,9410
2016/12/02,9410,9440,9390,9420,245,9420
2016/12/05,9480,9530,9470,9530,146,9530
2016/12/06,9390,9430,9390,9430,28,9430
2016/12/07,9390,9390,9370,9370,16,9370
2016/12/08,9220,9250,9200,9220,219,9220
2016/12/09,9190,9210,9130,9130,61,9130
2016/12/12,9030,9120,9020,9100,164,9100
2016/12/13,9100,9110,9030,9040,40,9040
2016/12/14,9010,9040,9010,9040,100,9040
2016/12/15,9010,9030,8960,8990,276,8990
2016/12/16,8940,8980,8940,8970,132,8970
2016/12/19,8990,8990,8970,8970,24,8970
2016/12/20,9000,9000,8950,8950,22,8950
2016/12/21,8930,9010,8920,9010,37,9010
2016/12/22,9020,9030,9020,9020,261,9020
2016/12/26,9020,9040,9010,9040,324,9040
2016/12/27,9070,9070,9020,9030,116,9030
2016/12/28,9030,9030,9020,9020,133,9020
2016/12/29,9070,9100,9070,9090,24,9090
2016/12/30,9190,9190,9120,9150,173,9150
2017/01/04,9030,9030,8920,8920,63,8920
2017/01/05,8900,8990,8900,8990,225,8990
2017/01/06,8970,8980,8910,8910,639,8910
2017/01/10,8940,8980,8900,8940,230,8940
2017/01/11,8960,8960,8930,8950,28,8950
2017/01/12,8970,9060,8970,9060,45,9060
2017/01/13,9040,9040,8960,8980,228,8980
2017/01/16,9000,9030,9000,9030,4,9030
2017/01/17,9070,9170,9070,9170,212,9170
2017/01/18,9220,9250,9110,9130,122,9130
2017/01/19,9040,9100,9030,9040,546,9040
2017/01/20,9030,9050,9020,9020,61,9020
2017/01/23,9110,9150,9050,9050,124,9050
2017/01/24,9170,9190,9100,9190,844,9190
2017/01/25,9040,9080,9040,9080,3,9080
2017/01/26,8990,8990,8950,8960,96,8960
2017/01/27,8900,8900,8900,8900,24,8900
2017/01/30,8970,8970,8970,8970,10,8970
2017/01/31,9080,9090,9070,9090,64,9090
2017/02/01,9140,9150,9050,9050,1229,9050
2017/02/02,9070,9080,9070,9080,2,9080
2017/02/03,9080,9120,9070,9080,456,9080
2017/02/06,9110,9110,9090,9100,6,9100
2017/02/07,9140,9160,9090,9110,115,9110
2017/02/08,9110,9110,9070,9070,10,9070
2017/02/09,9130,9130,9100,9130,5,9130
2017/02/10,9010,9010,8930,8930,270,8930
2017/02/13,8870,8890,8870,8890,154,8890
2017/02/14,8850,8970,8850,8970,1714,8970
2017/02/15,8880,8900,8880,8880,107,8880
2017/02/16,8870,8940,8870,8910,91,8910
2017/02/17,8940,8950,8940,8950,1002,8950
2017/02/20,8970,8970,8920,8930,10,8930
2017/02/21,8880,8880,8880,8880,2,8880
2017/02/22,8840,8880,8840,8860,4,8860
2017/02/23,8890,8890,8870,8870,44,8870
2017/02/24,8890,8890,8860,8890,11,8890
2017/02/27,8990,9030,8960,8980,657,8980
2017/02/28,8950,9000,8930,9000,8,9000
2017/03/01,8960,8960,8880,8880,95,8880
2017/03/02,8770,8820,8750,8820,298,8820
2017/03/03,8820,8880,8800,8850,76,8850
2017/03/06,8900,8900,8870,8880,4,8880
2017/03/08,8910,8910,8910,8910,9,8910
2017/03/09,8860,8880,8860,8860,94,8860
2017/03/10,8770,8780,8740,8740,68,8740
2017/03/13,8770,8770,8730,8730,19,8730
2017/03/14,8740,8760,8740,8760,14,8760
2017/03/15,8790,8790,8760,8760,20,8760
2017/03/16,8820,8820,8770,8770,132,8770
2017/03/17,8800,8800,8790,8790,14,8790
2017/03/21,8840,8840,8810,8810,78,8810
2017/03/22,8970,9000,8930,9000,248,9000
2017/03/23,9010,9040,9000,9020,140,9020
2017/03/24,9010,9010,8930,8930,42,8930
2017/03/27,9000,9040,9000,9040,66,9040
2017/03/28,8950,8950,8910,8910,24,8910
2017/03/29,8850,8860,8830,8860,87093,8860
2017/03/30,8860,8930,8860,8930,269,8930
2017/03/31,8860,8940,8860,8940,4518,8940
2017/04/03,9000,9000,8990,8990,884,8990
2017/04/04,9000,9100,9000,9050,3542,9050
2017/04/05,9030,9090,9030,9070,31,9070
2017/04/06,9100,9210,9100,9200,174,9200
2017/04/07,9150,9220,9100,9100,800,9100
2017/04/10,9070,9100,9070,9080,35,9080
2017/04/11,9120,9150,9110,9130,12,9130
2017/04/12,9210,9260,9190,9210,1647,9210
2017/04/13,9310,9340,9300,9300,202,9300
2017/04/14,9320,9340,9300,9340,37,9340
2017/04/17,9380,9380,9290,9290,29,9290
2017/04/18,9240,9240,9220,9220,9,9220
2017/04/19,9320,9320,9240,9250,22,9250
2017/04/20,9240,9240,9210,9210,5,9210
2017/04/21,9180,9190,9150,9150,1008,9150
2017/04/24,9020,9070,9020,9050,511,9050
2017/04/25,9050,9050,8960,8960,2576,8960
2017/04/26,8900,8900,8860,8860,1702,8860
2017/04/27,8860,8870,8860,8870,5,8870
2017/04/28,8860,8900,8850,8900,15,8900
2017/05/01,8890,8890,8850,8860,774,8860
2017/05/02,8830,8830,8770,8780,580,8780
2017/05/08,8670,8670,8580,8580,1157,8580
2017/05/09,8580,8610,8570,8610,1010,8610
2017/05/10,8590,8590,8570,8570,519,8570
2017/05/11,8570,8600,8560,8570,1737,8570
2017/05/12,8570,8630,8570,8630,8,8630
2017/05/15,8650,8650,8610,8610,47,8610
2017/05/16,8560,8600,8540,8590,62,8590
2017/05/17,8640,8650,8610,8630,1867,8630
2017/05/18,8760,8780,8740,8740,53,8740
2017/05/19,8720,8760,8720,8730,151,8730
2017/05/22,8690,8710,8660,8680,16,8680
2017/05/23,8670,8680,8660,8680,12,8680
2017/05/24,8600,8660,8600,8630,24,8630
2017/05/25,8630,8630,8590,8610,26,8610
2017/05/26,8620,8640,8620,8640,4,8640
2017/05/29,8680,8680,8630,8650,9,8650
2017/05/30,8660,8690,8660,8660,9,8660
2017/05/31,8680,8680,8650,8660,16,8660
2017/06/01,8600,8600,8560,8570,33,8570
2017/06/02,8530,8530,8430,8440,25163,8440
2017/06/05,8480,8480,8420,8440,133,8440
2017/06/06,8450,8520,8450,8520,2303,8520
2017/06/07,8530,8540,8500,8500,500,8500
2017/06/08,8510,8510,8510,8510,320,8510
2017/06/09,8510,8520,8500,8520,506,8520
2017/06/12,8570,8570,8540,8540,30,8540
2017/06/13,8550,8550,8520,8520,26,8520
2017/06/14,8500,8500,8500,8500,75,8500
2017/06/15,8560,8560,8500,8540,325,8540
2017/06/16,8500,8510,8490,8490,208,8490
2017/06/19,8490,8490,8450,8450,90,8450
2017/06/20,8400,8400,8360,8370,20,8370
2017/06/21,8420,8420,8400,8410,256,8410
2017/06/22,8430,8430,8400,8430,132,8430
2017/06/23,8430,8430,8430,8430,401,8430
2017/06/26,8430,8430,8430,8430,5,8430
2017/06/27,8390,8390,8390,8390,37527,8390
2017/06/28,8380,8400,8380,8400,3,8400
2017/06/29,8340,8360,8340,8360,14,8360
2017/07/03,8420,8420,8380,8410,19,8410
2017/07/04,8360,8450,8360,8450,6,8450
2017/07/05,8440,8440,8390,8390,76,8390
2017/07/06,8400,8400,8380,8380,13,8380
2017/07/07,8430,8430,8430,8430,500,8430
2017/07/10,8380,8380,8380,8380,5,8380
2017/07/11,8340,8340,8340,8340,3,8340
2017/07/13,8350,8350,8330,8330,10,8330
2017/07/19,8350,8350,8350,8350,2,8350
2017/07/20,8330,8330,8330,8330,1,8330
2017/07/21,8310,8310,8300,8300,40,8300
2017/07/24,8390,8400,8390,8400,30,8400
2017/07/25,8370,8380,8360,8380,75,8380
2017/07/27,8300,8300,8290,8290,61,8290
2017/07/31,8350,8370,8350,8350,3,8350
2017/08/01,8330,8330,8330,8330,2,8330
2017/08/02,8290,8290,8290,8290,2,8290
2017/08/03,8290,8300,8290,8300,2,8300
2017/08/04,8330,8330,8330,8330,20,8330
2017/08/07,8260,8260,8250,8250,10,8250
2017/08/08,8250,8280,8250,8260,19,8260
2017/08/09,8310,8390,8310,8390,67,8390
2017/08/10,8390,8390,8390,8390,20,8390
2017/08/14,8450,8450,8430,8430,62,8430
2017/08/15,8380,8380,8370,8370,45,8370
2017/08/16,8370,8370,8360,8360,6,8360
2017/08/17,8380,8410,8360,8360,1303,8360
2017/08/18,8460,8460,8440,8440,9,8440
2017/08/21,8460,8500,8450,8490,55,8490
2017/08/24,8490,8490,8450,8470,61002,8470
2017/08/28,8440,8440,8440,8440,5,8440
2017/08/31,8360,8360,8330,8330,71,8330
2017/09/01,8340,8340,8340,8340,1,8340
2017/09/04,8410,8410,8410,8410,10,8410
2017/09/05,8440,8480,8440,8480,3,8480
2017/09/06,8530,8530,8500,8500,681,8500
2017/09/07,8410,8410,8410,8410,1000,8410
2017/09/08,8480,8480,8480,8480,620,8480
2017/09/12,8290,8290,8290,8290,1,8290
2017/09/13,8260,8260,8260,8260,1,8260
2017/09/14,8250,8250,8250,8250,1,8250
2017/09/15,8250,8250,8250,8250,5,8250
2017/09/19,8110,8110,8090,8090,37,8090
2017/09/20,8110,8110,8080,8090,132495,8090
2017/09/21,8020,8090,8020,8070,139,8070
2017/09/22,8070,8070,8070,8070,1,8070
2017/09/26,8070,8070,8060,8060,57,8060
2017/09/27,8050,8070,8040,8040,19,8040
2017/09/28,7990,8030,7990,7990,634,7990
2017/09/29,8000,8010,7980,7980,631,7980
2017/10/02,7960,8010,7960,7990,705,7990
2017/10/03,7970,7980,7940,7950,175,7950
2017/10/04,7930,7960,7930,7960,1757,7960
2017/10/05,7940,7970,7930,7940,132553,7940
2017/10/06,7930,7940,7910,7930,257,7930
2017/10/10,7950,7950,7890,7900,24,7900
2017/10/11,7880,7890,7880,7890,28,7890
2017/10/12,7860,7870,7850,7870,954,7870
2017/10/13,7860,7860,7810,7810,75,7810
2017/10/16,7810,7810,7810,7810,4,7810
2017/10/17,7750,7770,7720,7770,53,7770
2017/10/18,7760,7770,7750,7770,15,7770
2017/10/19,7710,7750,7710,7740,120,7740
2017/10/20,7760,7760,7710,7710,831,7710
2017/10/23,7630,7680,7630,7650,46,7650
2017/10/24,7650,7650,7610,7610,236,7610
2017/10/25,7580,7620,7580,7620,180,7620
2017/10/26,7640,7640,7600,7620,118,7620
2017/10/27,7580,7610,7550,7550,22,7550
2017/10/30,7560,7590,7550,7550,116,7550
2017/10/31,7570,7580,7550,7550,123,7550
2017/11/01,7520,7530,7460,7470,6433,7470
2017/11/02,7440,7460,7440,7450,82,7450
2017/11/06,7450,7470,7440,7450,37,7450
2017/11/07,7430,7430,7360,7360,92,7360
2017/11/08,7370,7370,7350,7350,122,7350
2017/11/09,7330,7400,7240,7400,3517,7400
2017/11/10,7460,7470,7400,7400,342,7400
2017/11/13,7430,7480,7430,7480,194,7480
2017/11/15,7540,7670,7540,7610,2188,7610
2017/11/16,7670,7670,7530,7540,123,7540
2017/11/17,7490,7500,7490,7500,506,7500
2017/11/20,7610,7610,7560,7570,16,7570
2017/11/21,7520,7520,7520,7520,5,7520
2017/11/22,7490,7510,7490,7510,557,7510
2017/11/24,7550,7550,7490,7490,590,7490
2017/11/27,7460,7460,7460,7460,2,7460
2017/11/28,7510,7510,7510,7510,3,7510
2017/11/29,7480,7480,7470,7470,2,7470
2017/11/30,7470,7470,7460,7460,101,7460
2017/12/01,7380,7430,7380,7420,126,7420
2017/12/04,7400,7410,7390,7390,3,7390
2017/12/05,7490,7490,7450,7450,2,7450
2017/12/06,7520,7530,7520,7520,42,7520
2017/12/07,7520,7520,7440,7480,3184,7480
2017/12/08,7420,7420,7400,7410,2012,7410
2017/12/11,7410,7430,7340,7340,142,7340
2017/12/12,7340,7350,7320,7350,35,7350
2017/12/13,7320,7360,7320,7360,17,7360
2017/12/14,7380,7380,7340,7340,6,7340
2017/12/15,7400,7440,7390,7440,1281,7440
2017/12/18,7370,7370,7310,7310,39,7310
2017/12/19,7320,7340,7290,7330,245,7330
2017/12/20,7340,7340,7300,7310,6,7310
2017/12/21,7330,7330,7300,7300,114,7300
2017/12/22,7280,7280,7270,7270,501,7270
2017/12/25,7270,7270,7270,7270,22,7270
2017/12/26,7250,7270,7250,7270,27,7270
2017/12/27,7270,7270,7270,7270,2,7270
2017/12/28,7270,7270,7270,7270,1,7270
2017/12/29,7280,7280,7280,7280,1,7280
2018/01/04,7210,7220,7140,7140,65,7140
2018/01/05,7120,7130,7070,7110,84,7110
2018/01/09,7020,7180,7020,7040,110,7040
2018/01/10,7050,7050,7020,7030,42,7030
2018/01/11,7050,7090,7050,7070,2801,7070
2018/01/12,7060,7060,7060,7060,9,7060
2018/01/15,7030,7030,7030,7030,1,7030
2018/01/16,7020,7030,7020,7030,6,7030
2018/01/18,6980,6980,6970,6980,19,6980
2018/01/19,7050,7050,7040,7040,522,7040
2018/01/23,6990,6990,6950,6960,277,6960
2018/01/24,6970,6990,6950,6990,30,6990
2018/01/25,7050,7050,7020,7050,14224,7050
2018/01/26,7020,7070,7020,7070,11,7070
2018/01/29,7220,7220,7020,7020,124,7020
